SUBDIVISION,YEAR,ANNUAL,JF,MAM,JJAS,OND,Dengue cases,ANNUAL_TEMP,JAN-FEB,MAR-MAY,JUN-SEP,OCT-DEC
West Uttar Pradesh,1957,1005.2,60.0,36.8,874.6,33.8,,28.64,23.87,30.42,31.07,26.82
West Uttar Pradesh,1958,1165.3,10.5,9.6,1013.2,132.0,,29.34,25.43,31.74,31.23,27.01
West Uttar Pradesh,1959,768.3,50.2,41.1,610.3,66.6,,29.02,24.05,31.71,30.99,27.03
West Uttar Pradesh,1960,1129.8,11.7,42.1,886.4,189.7,,29.31,25.49,31.17,31.29,27.36
West Uttar Pradesh,1961,1198.3,77.7,9.8,956.9,153.9,,28.72,24.18,31.47,30.75,26.3
West Uttar Pradesh,1962,798.2,52.6,18.1,719.7,7.8,,28.89,24.24,31.31,31.08,26.65
West Uttar Pradesh,1963,929.7,18.5,18.4,877.2,15.6,,29.04,24.73,30.94,31.28,27.0
West Uttar Pradesh,1964,1002.0,3.1,22.6,962.9,13.4,,29.09,24.29,31.89,30.82,27.2
West Uttar Pradesh,1965,673.5,18.4,42.2,586.9,26.0,,29.16,24.67,30.73,31.37,27.61
West Uttar Pradesh,1966,756.0,19.0,21.5,695.6,19.9,,29.41,25.54,31.69,31.24,27.26
West Uttar Pradesh,1967,1157.2,0.6,39.4,1048.6,68.5,,29.14,25.31,31.04,31.32,26.9
West Uttar Pradesh,1968,693.3,30.2,10.4,635.5,17.2,,29.07,23.68,31.24,31.55,27.19
West Uttar Pradesh,1969,878.1,8.8,31.4,822.2,15.8,,29.61,24.99,32.02,31.55,27.71
West Uttar Pradesh,1970,863.8,82.3,24.8,739.7,16.9,,29.47,25.19,32.03,31.16,27.5
West Uttar Pradesh,1971,1003.1,23.4,59.2,830.0,90.6,,29.15,24.99,31.58,30.91,27.17
West Uttar Pradesh,1972,585.1,30.3,8.0,528.3,18.5,,29.31,24.49,31.49,31.67,27.21
West Uttar Pradesh,1973,805.9,20.2,10.5,722.4,52.8,,29.44,25.35,32.19,31.28,26.97
West Uttar Pradesh,1974,668.9,0.9,8.7,601.5,57.7,,29.26,24.34,31.92,31.39,27.03
West Uttar Pradesh,1975,989.5,21.2,10.3,935.3,22.6,,28.89,24.12,31.62,30.66,26.99
West Uttar Pradesh,1976,653.2,13.4,16.2,620.0,3.6,,29.27,24.61,31.45,31.09,27.76
West Uttar Pradesh,1977,994.3,18.7,42.8,887.5,45.3,,29.41,25.15,31.65,31.22,27.59
West Uttar Pradesh,1978,1244.2,37.7,66.1,1127.9,12.5,,29.23,24.36,31.57,31.11,27.64
West Uttar Pradesh,1979,558.0,93.7,42.8,393.7,27.8,,29.63,24.99,31.7,31.87,27.67
West Uttar Pradesh,1980,984.7,9.2,21.9,917.9,35.6,,29.58,25.21,32.2,31.36,27.51
West Uttar Pradesh,1981,739.6,24.3,37.5,650.0,27.9,,29.32,24.9,31.64,31.34,27.24
West Uttar Pradesh,1982,969.1,38.8,126.2,769.4,34.7,,29.12,24.51,30.79,31.55,27.26
West Uttar Pradesh,1983,1191.7,33.5,99.0,994.4,64.7,,29.11,24.62,30.84,31.48,27.23
West Uttar Pradesh,1984,781.3,52.2,8.3,719.6,1.1,,29.28,24.11,32.12,31.09,27.46
West Uttar Pradesh,1985,957.2,7.5,14.7,776.0,159.0,,29.61,25.29,32.51,31.28,27.35
West Uttar Pradesh,1986,715.2,61.3,39.5,584.3,30.1,,29.33,24.64,31.58,31.44,27.4
West Uttar Pradesh,1987,466.8,28.4,44.2,356.1,38.1,,29.72,25.07,31.37,32.24,27.82
West Uttar Pradesh,1988,1035.6,14.9,40.7,956.0,24.0,,29.55,25.39,31.75,31.34,27.76
West Uttar Pradesh,1989,657.3,25.7,17.0,596.1,18.4,,29.18,24.51,31.35,31.11,27.57
West Uttar Pradesh,1990,958.0,67.5,39.7,826.4,24.5,,29.14,25.0,30.84,31.18,27.5
West Uttar Pradesh,1991,748.7,21.8,13.1,684.3,29.6,,29.32,24.74,31.46,31.45,27.4
West Uttar Pradesh,1992,820.6,23.9,12.1,708.3,76.3,,29.23,24.6,31.32,31.28,27.49
West Uttar Pradesh,1993,771.9,17.1,37.4,702.2,15.1,,29.55,25.31,31.61,31.47,27.74
West Uttar Pradesh,1994,806.8,41.2,18.9,746.6,0.2,,29.46,25.09,31.85,31.3,27.52
West Uttar Pradesh,1995,826.8,41.3,11.6,771.7,2.2,,30.18,25.68,32.4,32.01,28.52
West Uttar Pradesh,1996,941.2,80.6,6.9,817.5,36.2,,29.58,26.3,32.07,31.19,27.29
West Uttar Pradesh,1997,445.2,4.5,44.3,374.2,22.1,,29.05,24.63,31.26,31.77,26.65
West Uttar Pradesh,1998,867.2,11.4,42.9,772.7,40.2,,29.7,24.96,31.89,31.75,27.83
West Uttar Pradesh,1999,786.4,20.5,8.3,723.5,34.2,,29.81,25.16,32.45,31.55,27.95
West Uttar Pradesh,2000,771.4,31.7,27.4,712.2,0.1,0.0,29.75,24.82,32.22,31.25,28.53
