SUBDIVISION,YEAR,ANNUAL,JF,MAM,JJAS,OND,Dengue cases,ANNUAL_TEMP,JAN-FEB,MAR-MAY,JUN-SEP,OCT-DEC
East Uttar Pradesh,1956,1254.1,27.2,53.1,959.0,214.9,,28.63,24.4,31.53,30.25,26.37
East Uttar Pradesh,1957,955.7,44.6,20.0,880.5,10.5,,28.64,23.87,30.42,31.07,26.82
East Uttar Pradesh,1958,1016.9,17.8,11.5,872.8,114.8,,29.34,25.43,31.74,31.23,27.01
East Uttar Pradesh,1959,869.2,57.4,44.9,639.0,127.9,,29.02,24.05,31.71,30.99,27.03
East Uttar Pradesh,1960,1170.0,9.7,45.1,977.8,137.4,,29.31,25.49,31.17,31.29,27.36
East Uttar Pradesh,1961,1214.3,50.3,8.3,939.6,216.0,,28.72,24.18,31.47,30.75,26.3
East Uttar Pradesh,1962,1072.0,45.6,17.2,1001.4,7.7,,28.89,24.24,31.31,31.08,26.65
East Uttar Pradesh,1963,996.3,17.1,38.0,906.7,34.5,,29.04,24.73,30.94,31.28,27.0
East Uttar Pradesh,1964,1036.6,8.2,47.3,953.6,27.6,,29.09,24.29,31.89,30.82,27.2
East Uttar Pradesh,1965,685.5,2.8,32.0,601.1,49.6,,29.16,24.67,30.73,31.37,27.61
East Uttar Pradesh,1966,707.8,22.3,8.6,632.5,44.4,,29.41,25.54,31.69,31.24,27.26
East Uttar Pradesh,1967,1029.4,2.2,47.8,945.0,34.4,,29.14,25.31,31.04,31.32,26.9
East Uttar Pradesh,1968,840.0,34.3,8.8,761.8,35.2,,29.07,23.68,31.24,31.55,27.19
East Uttar Pradesh,1969,1024.6,5.4,47.2,952.0,20.0,,29.61,24.99,32.02,31.55,27.71
East Uttar Pradesh,1970,1132.3,72.6,40.8,967.5,51.4,,29.47,25.19,32.03,31.16,27.5
East Uttar Pradesh,1971,1311.1,27.3,101.3,1106.3,76.3,,29.15,24.99,31.58,30.91,27.17
East Uttar Pradesh,1972,666.9,33.1,5.1,588.9,39.7,,29.31,24.49,31.49,31.67,27.21
