SUBDIVISION,YEAR,ANNUAL,JF,MAM,JJAS,OND,Dengue cases,ANNUAL_TEMP,JAN-FEB,MAR-MAY,JUN-SEP,OCT-DEC
Jammu & Kashmir,1956,1520.8,200.3,314.5,811.6,194.4,,28.63,24.4,31.53,30.25,26.37
Jammu & Kashmir,1957,1520.3,328.7,478.0,450.4,263.1,,28.64,23.87,30.42,31.07,26.82
Jammu & Kashmir,1958,1350.4,124.5,308.6,782.5,134.8,,29.34,25.43,31.74,31.23,27.01
Jammu & Kashmir,1959,1550.3,234.3,205.3,961.2,149.6,,29.02,24.05,31.71,30.99,27.03
Jammu & Kashmir,1960,766.4,58.0,221.0,443.1,44.2,,29.31,25.49,31.17,31.29,27.36
Jammu & Kashmir,1961,1138.2,161.2,217.2,642.7,117.1,,28.72,24.18,31.47,30.75,26.3
Jammu & Kashmir,1962,930.3,117.4,202.5,482.3,128.1,,28.89,24.24,31.31,31.08,26.65
Jammu & Kashmir,1963,909.2,36.4,523.1,193.1,156.5,,29.04,24.73,30.94,31.28,27.0
Jammu & Kashmir,1964,946.2,186.9,272.0,423.5,63.9,,29.09,24.29,31.89,30.82,27.2
Jammu & Kashmir,1965,912.6,200.4,433.1,194.7,84.4,,29.16,24.67,30.73,31.37,27.61
Jammu & Kashmir,1966,1378.9,200.9,417.6,650.9,109.5,,29.41,25.54,31.69,31.24,27.26
Jammu & Kashmir,1967,1091.3,131.5,299.5,466.3,194.0,,29.14,25.31,31.04,31.32,26.9
Jammu & Kashmir,1968,1065.6,189.7,206.8,515.5,153.6,,29.07,23.68,31.24,31.55,27.19
Jammu & Kashmir,1969,1095.6,220.9,393.9,411.3,69.5,,29.61,24.99,32.02,31.55,27.71
Jammu & Kashmir,1970,657.0,96.2,167.5,331.0,62.2,,29.47,25.19,32.03,31.16,27.5
Jammu & Kashmir,1971,764.7,140.2,155.9,417.1,51.5,,29.15,24.99,31.58,30.91,27.17
Jammu & Kashmir,1972,1145.6,198.7,372.9,364.5,209.6,,29.31,24.49,31.49,31.67,27.21
Jammu & Kashmir,1973,1100.5,217.5,254.4,555.2,73.4,,29.44,25.35,32.19,31.28,26.97
Jammu & Kashmir,1974,802.6,218.7,186.5,305.5,91.9,,29.26,24.34,31.92,31.39,27.03
Jammu & Kashmir,1975,1180.4,165.8,362.0,632.2,20.3,,28.89,24.12,31.62,30.66,26.99
Jammu & Kashmir,1976,1023.7,253.1,230.4,481.6,58.7,,29.27,24.61,31.45,31.09,27.76
Jammu & Kashmir,1977,955.0,171.5,235.2,418.4,130.0,,29.41,25.15,31.65,31.22,27.59
Jammu & Kashmir,1978,1061.6,123.2,354.5,492.3,91.6,,29.23,24.36,31.57,31.11,27.64
Jammu & Kashmir,1979,1077.4,164.0,434.0,342.3,137.1,,29.63,24.99,31.7,31.87,27.67
Jammu & Kashmir,1980,1017.9,255.7,234.4,395.3,132.4,,29.58,25.21,32.2,31.36,27.51
Jammu & Kashmir,1981,1135.5,277.3,392.8,405.3,60.1,,29.32,24.9,31.64,31.34,27.24
Jammu & Kashmir,1982,1202.2,230.9,455.8,299.4,216.2,,29.12,24.51,30.79,31.55,27.26
Jammu & Kashmir,1983,1485.2,216.0,635.4,558.2,75.6,,29.11,24.62,30.84,31.48,27.23
Jammu & Kashmir,1984,1157.4,214.8,271.0,553.9,117.7,,29.28,24.11,32.12,31.09,27.46
Jammu & Kashmir,1985,1167.1,103.9,220.4,559.4,283.5,,29.61,25.29,32.51,31.28,27.35
Jammu & Kashmir,1986,1521.0,131.8,471.1,548.9,369.2,,29.33,24.64,31.58,31.44,27.4
Jammu & Kashmir,1987,1216.0,195.1,509.5,372.5,139.0,,29.72,25.07,31.37,32.24,27.82
Jammu & Kashmir,1988,1670.9,233.6,366.9,964.4,106.0,,29.55,25.39,31.75,31.34,27.76
Jammu & Kashmir,1989,1216.0,153.1,387.7,517.1,158.1,,29.18,24.51,31.35,31.11,27.57
Jammu & Kashmir,1990,1574.0,316.7,436.9,511.5,308.9,,29.14,25.0,30.84,31.18,27.5
Jammu & Kashmir,1991,1448.8,287.8,502.7,591.6,66.7,,29.32,24.74,31.46,31.45,27.4
Jammu & Kashmir,1992,1478.1,253.2,392.2,746.1,86.6,,29.23,24.6,31.32,31.28,27.49
Jammu & Kashmir,1993,1243.8,238.5,371.4,566.0,67.8,,29.55,25.31,31.61,31.47,27.74
Jammu & Kashmir,1994,1732.5,273.0,318.1,870.3,271.1,,29.46,25.09,31.85,31.3,27.52
Jammu & Kashmir,1995,1619.6,311.6,328.5,845.4,134.1,,30.18,25.68,32.4,32.01,28.52
Jammu & Kashmir,1996,1620.4,243.2,424.4,811.8,141.0,,29.58,26.3,32.07,31.19,27.29
Jammu & Kashmir,1997,1295.9,124.0,397.7,553.4,220.8,,29.05,24.63,31.26,31.77,26.65
Jammu & Kashmir,1998,1325.9,372.2,453.3,449.3,51.1,,29.7,24.96,31.89,31.75,27.83
Jammu & Kashmir,1999,890.3,239.4,163.5,415.5,72.0,,29.81,25.16,32.45,31.55,27.95
Jammu & Kashmir,2000,984.6,266.2,171.9,485.9,60.6,,29.75,24.82,32.22,31.25,28.53
Jammu & Kashmir,2001,952.7,71.7,244.1,546.3,90.6,,29.99,25.88,32.61,31.62,28.13
Jammu & Kashmir,2002,903.5,159.9,224.8,488.3,30.5,,30.23,25.37,33.06,32.02,28.36
Jammu & Kashmir,2003,1311.1,294.2,399.7,488.5,128.8,,29.75,25.32,32.05,31.72,27.7
Jammu & Kashmir,2004,944.9,246.6,227.6,331.8,138.9,,29.79,25.47,32.69,31.42,27.65
Jammu & Kashmir,2005,1692.7,699.5,346.6,609.7,37.0,,29.6,24.96,31.81,31.84,27.5
Jammu & Kashmir,2006,1519.8,292.5,174.9,817.8,234.5,,30.06,27.44,32.08,31.39,27.78
Jammu & Kashmir,2007,1023.5,129.0,339.8,506.1,48.6,,29.84,25.73,32.32,31.4,28.03
Jammu & Kashmir,2008,1224.5,284.2,170.8,612.0,157.4,,29.64,24.72,32.11,31.25,28.29
Jammu & Kashmir,2009,,238.2,241.5,,,,30.3,26.51,32.57,32.24,27.96
Jammu & Kashmir,2010,997.9,173.2,227.1,522.9,74.7,,30.13,25.96,33.47,31.43,27.78
Jammu & Kashmir,2011,887.6,254.9,219.2,357.3,56.1,,29.82,25.33,32.07,31.55,28.23
Jammu & Kashmir,2012,1034.7,246.7,180.7,523.0,84.3,,29.81,25.03,32.33,31.77,27.88
Jammu & Kashmir,2013,859.3,188.6,136.7,465.8,68.1,1837.0,29.81,25.58,32.58,31.33,27.83
Jammu & Kashmir,2014,1093.4,139.8,281.9,623.2,48.5,1.0,29.72,24.9,31.82,32.0,27.81
Jammu & Kashmir,2015,1572.8,215.1,579.3,614.0,164.5,153.0,29.9,25.74,31.68,31.87,28.27
Jammu & Kashmir,2016,902.8,78.8,331.8,482.7,9.4,,31.63,28.33,34.57,32.28,30.03
Jammu & Kashmir,2017,1278.9,361.8,280.1,543.9,93.1,,,,,,
