SUBDIVISION,YEAR,ANNUAL,JF,MAM,JJAS,OND,Dengue cases,ANNUAL_TEMP,JAN-FEB,MAR-MAY,JUN-SEP,OCT-DEC
Madhya Maharashtra,1957,849.8,0.1,62.6,675.1,112.0,,28.64,23.87,30.42,31.07,26.82
Madhya Maharashtra,1958,1054.1,1.6,61.9,903.9,86.7,,29.34,25.43,31.74,31.23,27.01
Madhya Maharashtra,1959,1118.9,2.4,56.1,920.7,139.7,,29.02,24.05,31.71,30.99,27.03
Madhya Maharashtra,1960,885.9,3.6,69.5,748.4,64.4,,29.31,25.49,31.17,31.29,27.36
Madhya Maharashtra,1961,1070.5,0.4,114.5,815.2,140.4,,28.72,24.18,31.47,30.75,26.3
Madhya Maharashtra,1962,899.0,0.3,76.8,698.3,123.6,,28.89,24.24,31.31,31.08,26.65
Madhya Maharashtra,1963,899.9,5.1,49.3,732.3,113.2,,29.04,24.73,30.94,31.28,27.0
Madhya Maharashtra,1964,945.7,0.0,17.3,844.0,84.3,,29.09,24.29,31.89,30.82,27.2
Madhya Maharashtra,1965,790.7,6.1,22.9,718.7,43.0,,29.16,24.67,30.73,31.37,27.61
Madhya Maharashtra,1966,837.3,2.4,85.0,641.7,108.3,,29.41,25.54,31.69,31.24,27.26
Madhya Maharashtra,1967,913.0,0.1,25.8,783.4,103.7,,29.14,25.31,31.04,31.32,26.9
Madhya Maharashtra,1968,824.0,5.2,23.2,719.6,76.0,,29.07,23.68,31.24,31.55,27.19
Madhya Maharashtra,1969,984.1,0.2,11.3,929.5,43.2,,29.61,24.99,32.02,31.55,27.71
Madhya Maharashtra,1970,941.4,1.0,57.6,811.8,70.9,,29.47,25.19,32.03,31.16,27.5
Madhya Maharashtra,1971,773.2,0.0,47.1,670.1,56.0,,29.15,24.99,31.58,30.91,27.17
Madhya Maharashtra,1972,519.9,0.2,17.8,472.8,29.0,,29.31,24.49,31.49,31.67,27.21
Madhya Maharashtra,1973,980.6,3.0,15.1,853.4,109.1,,29.44,25.35,32.19,31.28,26.97
Madhya Maharashtra,1974,911.8,0.1,78.1,681.6,152.1,,29.26,24.34,31.92,31.39,27.03
Madhya Maharashtra,1975,1040.7,1.5,16.4,859.7,163.1,,28.89,24.12,31.62,30.66,26.99
Madhya Maharashtra,1976,1025.8,0.1,12.7,927.7,85.4,,29.27,24.61,31.45,31.09,27.76
Madhya Maharashtra,1977,947.2,0.2,48.3,716.5,182.3,,29.41,25.15,31.65,31.22,27.59
Madhya Maharashtra,1978,883.6,11.4,59.9,689.7,122.6,,29.23,24.36,31.57,31.11,27.64
Madhya Maharashtra,1979,1026.8,5.3,13.4,873.2,134.9,,29.63,24.99,31.7,31.87,27.67
Madhya Maharashtra,1980,939.5,0.0,26.1,852.5,60.9,,29.58,25.21,32.2,31.36,27.51
Madhya Maharashtra,1981,929.8,10.5,18.2,827.1,74.0,,29.32,24.9,31.64,31.34,27.24
Madhya Maharashtra,1982,751.9,2.3,40.3,608.4,101.0,,29.12,24.51,30.79,31.55,27.26
Madhya Maharashtra,1983,918.8,1.5,2.9,865.8,48.5,,29.11,24.62,30.84,31.48,27.23
Madhya Maharashtra,1984,779.9,11.8,8.9,643.7,115.5,,29.28,24.11,32.12,31.09,27.46
Madhya Maharashtra,1985,656.1,2.8,23.8,516.8,112.7,,29.61,25.29,32.51,31.28,27.35
Madhya Maharashtra,1986,644.1,4.3,11.2,585.7,42.8,,29.33,24.64,31.58,31.44,27.4
Madhya Maharashtra,1987,807.6,5.6,43.1,587.5,171.4,,29.72,25.07,31.37,32.24,27.82
Madhya Maharashtra,1988,976.6,0.1,26.5,915.6,34.3,,29.55,25.39,31.75,31.34,27.76
Madhya Maharashtra,1989,816.6,0.0,31.4,759.1,26.0,,29.18,24.51,31.35,31.11,27.57
Madhya Maharashtra,1990,1022.5,2.8,78.4,767.3,174.1,,29.14,25.0,30.84,31.18,27.5
Madhya Maharashtra,1991,880.5,0.1,31.8,823.0,25.7,,29.32,24.74,31.46,31.45,27.4
Madhya Maharashtra,1992,791.3,0.0,7.3,718.2,65.7,,29.23,24.6,31.32,31.28,27.49
Madhya Maharashtra,1993,1019.8,0.1,20.1,761.9,237.7,,29.55,25.31,31.61,31.47,27.74
Madhya Maharashtra,1994,1021.5,3.2,46.2,893.4,78.8,,29.46,25.09,31.85,31.3,27.52
Madhya Maharashtra,1995,776.4,20.3,36.0,593.7,126.4,,30.18,25.68,32.4,32.01,28.52
Madhya Maharashtra,1996,975.2,0.1,9.9,788.7,176.5,,29.58,26.3,32.07,31.19,27.29
Madhya Maharashtra,1997,1000.9,3.3,24.3,807.4,166.0,,29.05,24.63,31.26,31.77,26.65
Madhya Maharashtra,1998,1101.1,0.2,21.4,894.8,184.7,,29.7,24.96,31.89,31.75,27.83
Madhya Maharashtra,1999,965.7,6.7,39.3,742.1,177.7,,29.81,25.16,32.45,31.55,27.95
Madhya Maharashtra,2000,701.6,1.5,20.5,618.2,61.3,66.0,29.75,24.82,32.22,31.25,28.53
Madhya Maharashtra,2001,785.1,4.4,13.5,635.4,131.8,54.0,29.99,25.88,32.61,31.62,28.13
Madhya Maharashtra,2002,740.3,4.9,28.3,664.7,42.3,370.0,30.23,25.37,33.06,32.02,28.36
Madhya Maharashtra,2003,772.6,3.0,22.3,714.2,33.1,772.0,29.75,25.32,32.05,31.72,27.7
Madhya Maharashtra,2004,1029.5,0.2,53.7,925.5,50.2,856.0,29.79,25.47,32.69,31.42,27.65
Madhya Maharashtra,2005,1221.3,4.0,20.5,1134.2,62.7,349.0,29.6,24.96,31.81,31.84,27.5
Madhya Maharashtra,2006,1395.7,0.0,49.7,1260.4,85.6,736.0,30.06,27.44,32.08,31.39,27.78
Madhya Maharashtra,2007,1040.4,1.7,7.6,1023.7,7.3,614.0,29.84,25.73,32.32,31.4,28.03
Madhya Maharashtra,2008,916.9,0.0,19.9,835.9,61.1,743.0,29.64,24.72,32.11,31.25,28.29
Madhya Maharashtra,2009,941.7,1.7,8.9,709.4,221.8,2255.0,30.3,26.51,32.57,32.24,27.96
Madhya Maharashtra,2010,1027.5,3.0,8.6,865.3,150.6,1489.0,30.13,25.96,33.47,31.43,27.78
Madhya Maharashtra,2011,852.6,0.3,8.2,781.3,62.8,,29.82,25.33,32.07,31.55,28.23
Madhya Maharashtra,2012,689.8,0.0,4.4,588.1,97.3,,29.81,25.03,32.33,31.77,27.88
Madhya Maharashtra,2013,962.4,5.3,12.4,881.5,63.1,5610.0,29.81,25.58,32.58,31.33,27.83
Madhya Maharashtra,2014,838.0,9.3,61.7,682.6,84.4,8573.0,29.72,24.9,31.82,32.0,27.81
Madhya Maharashtra,2015,644.5,2.2,75.3,502.5,64.5,4936.0,29.9,25.74,31.68,31.87,28.27
Madhya Maharashtra,2016,906.3,0.7,16.2,824.9,64.4,,31.63,28.33,34.57,32.28,30.03
Madhya Maharashtra,2017,994.4,0.0,19.2,852.3,122.9,,,,,,
